Timer started ...
MOD: delay(95 95), type(tSRi), from(LED0.AP ), to(LED0.Q )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m13q6.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m12q0.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m12q1.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m12q2.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m12q3.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m12q4.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m12q5.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m12q6.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m11q0.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m11q1.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m11q2.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m11q3.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m11q4.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m11q5.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m11q6.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m10q0.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m10q1.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m10q2.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m10q3.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m10q4.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m10q5.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m10q6.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m9q0.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m9q1.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m9q2.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m9q3.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m9q4.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m9q5.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m9q6.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m8q0.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m8q1.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m8q2.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m8q3.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m8q4.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m8q5.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m8q6.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m7q0.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m7q1.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m7q2.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m7q3.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m7q4.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m7q5.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m7q6.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m6q0.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m6q1.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m6q2.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m6q3.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m6q4.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m6q5.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m6q6.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m5q0.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m5q1.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m5q2.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m5q3.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m5q4.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m5q5.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m5q6.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m4q0.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m4q1.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m4q2.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m4q3.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m4q4.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m4q5.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m4q6.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m3q0.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m3q1.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m3q2.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m3q3.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m3q4.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m3q5.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m3q6.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m2q0.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m2q1.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m2q2.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m2q3.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m2q4.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m2q5.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m2q6.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m1q0.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m1q1.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m1q2.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m1q3.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m1q4.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m1q5.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m1q6.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m0q0.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m0q1.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m0q2.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m0q3.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m0q4.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m0q5.T )
NET: delay(415 415), type(tFBK+tROUTE+tBLA*10+tMCELL), from(ab3.OUT), to(m0q6.T )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc3.Q ), to(pc3.D.X1 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc3.Q ), to(ab3 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc3.Q ), to(DIS4g )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc3.Q ), to(DIS4f )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc3.Q ), to(DIS4e )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc3.Q ), to(DIS4d )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc3.Q ), to(DIS4c )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc3.Q ), to(DIS4b )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc3.Q ), to(DIS4a )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc2.Q ), to(pc2.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc2.Q ), to(pc3.D.X2 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc2.Q ), to(ab2 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc2.Q ), to(DIS4g )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc2.Q ), to(DIS4f )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc2.Q ), to(DIS4e )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc2.Q ), to(DIS4d )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc2.Q ), to(DIS4c )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc2.Q ), to(DIS4b )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc2.Q ), to(DIS4a )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc1.Q ), to(pc1.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc1.Q ), to(pc2.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc1.Q ), to(pc3.D.X2 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc1.Q ), to(ab1 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc1.Q ), to(DIS4g )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc1.Q ), to(DIS4f )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc1.Q ), to(DIS4e )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc1.Q ), to(DIS4d )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc1.Q ), to(DIS4c )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc1.Q ), to(DIS4b )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc1.Q ), to(DIS4a )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc0.Q ), to(pc0.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc0.Q ), to(pc1.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc0.Q ), to(pc2.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc0.Q ), to(pc3.D.X2 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc0.Q ), to(ab0 )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc0.Q ), to(DIS4g )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc0.Q ), to(DIS4f )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc0.Q ), to(DIS4e )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc0.Q ), to(DIS4d )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc0.Q ), to(DIS4c )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc0.Q ), to(DIS4b )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(pc0.Q ), to(DIS4a )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP6.PAD), to(m13q6.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP6.PAD), to(m12q6.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP6.PAD), to(m11q6.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP6.PAD), to(m10q6.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP6.PAD), to(m9q6.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP6.PAD), to(m8q6.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP6.PAD), to(m7q6.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP6.PAD), to(m6q6.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP6.PAD), to(m5q6.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP6.PAD), to(m4q6.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP6.PAD), to(m3q6.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP6.PAD), to(m2q6.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP6.PAD), to(m1q6.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP6.PAD), to(m0q6.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP5.PAD), to(m13q5.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP5.PAD), to(m12q5.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP5.PAD), to(m11q5.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP5.PAD), to(m10q5.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP5.PAD), to(m9q5.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP5.PAD), to(m8q5.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP5.PAD), to(m7q5.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP5.PAD), to(m6q5.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP5.PAD), to(m5q5.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP5.PAD), to(m4q5.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP5.PAD), to(m3q5.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP5.PAD), to(m2q5.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP5.PAD), to(m1q5.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP5.PAD), to(m0q5.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP4.PAD), to(m13q4.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP4.PAD), to(m12q4.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP4.PAD), to(m11q4.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP4.PAD), to(m10q4.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP4.PAD), to(m9q4.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP4.PAD), to(m8q4.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP4.PAD), to(m7q4.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP4.PAD), to(m6q4.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP4.PAD), to(m5q4.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP4.PAD), to(m4q4.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP4.PAD), to(m3q4.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP4.PAD), to(m2q4.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP4.PAD), to(m1q4.T )
NET: delay(400 400), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA+tMCELL), from(DIP4.PAD), to(m0q4.T )
NET: delay(410 410), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*3+tMCELL), from(DIP3.PAD), to(alu3 )
NET: delay(410 410), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*3+tMCELL), from(DIP3.PAD), to(m13q3.T )
NET: delay(410 410), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*3+tMCELL), from(DIP3.PAD), to(m12q3.T )
NET: delay(410 410), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*3+tMCELL), from(DIP3.PAD), to(m11q3.T )
NET: delay(410 410), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*3+tMCELL), from(DIP3.PAD), to(m10q3.T )
NET: delay(410 410), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*3+tMCELL), from(DIP3.PAD), to(m9q3.T )
NET: delay(410 410), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*3+tMCELL), from(DIP3.PAD), to(m8q3.T )
NET: delay(410 410), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*3+tMCELL), from(DIP3.PAD), to(m7q3.T )
NET: delay(410 410), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*3+tMCELL), from(DIP3.PAD), to(m6q3.T )
NET: delay(410 410), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*3+tMCELL), from(DIP3.PAD), to(m5q3.T )
NET: delay(410 410), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*3+tMCELL), from(DIP3.PAD), to(m4q3.T )
NET: delay(410 410), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*3+tMCELL), from(DIP3.PAD), to(m3q3.T )
NET: delay(410 410), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*3+tMCELL), from(DIP3.PAD), to(m2q3.T )
NET: delay(410 410), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*3+tMCELL), from(DIP3.PAD), to(m1q3.T )
NET: delay(410 410), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*3+tMCELL), from(DIP3.PAD), to(m0q3.T )
NET: delay(410 410), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*3+tMCELL), from(DIP3.PAD), to(LED23 )
NET: delay(415 415), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*4+tMCELL), from(DIP2.PAD), to(alu2 )
NET: delay(415 415), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*4+tMCELL), from(DIP2.PAD), to(m13q2.T )
NET: delay(415 415), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*4+tMCELL), from(DIP2.PAD), to(m12q2.T )
NET: delay(415 415), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*4+tMCELL), from(DIP2.PAD), to(m11q2.T )
NET: delay(415 415), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*4+tMCELL), from(DIP2.PAD), to(m10q2.T )
NET: delay(415 415), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*4+tMCELL), from(DIP2.PAD), to(m9q2.T )
NET: delay(415 415), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*4+tMCELL), from(DIP2.PAD), to(m8q2.T )
NET: delay(415 415), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*4+tMCELL), from(DIP2.PAD), to(m7q2.T )
NET: delay(415 415), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*4+tMCELL), from(DIP2.PAD), to(m6q2.T )
NET: delay(415 415), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*4+tMCELL), from(DIP2.PAD), to(m5q2.T )
NET: delay(415 415), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*4+tMCELL), from(DIP2.PAD), to(m4q2.T )
NET: delay(415 415), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*4+tMCELL), from(DIP2.PAD), to(m3q2.T )
NET: delay(415 415), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*4+tMCELL), from(DIP2.PAD), to(m2q2.T )
NET: delay(415 415), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*4+tMCELL), from(DIP2.PAD), to(m1q2.T )
NET: delay(415 415), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*4+tMCELL), from(DIP2.PAD), to(m0q2.T )
NET: delay(415 415), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*4+tMCELL), from(DIP2.PAD), to(LED22 )
NET: delay(405 405), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tMCELL), from(DIP1.PAD), to(alu1.X1 )
NET: delay(405 405), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tMCELL), from(DIP1.PAD), to(m13q1.T )
NET: delay(405 405), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tMCELL), from(DIP1.PAD), to(m12q1.T )
NET: delay(405 405), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tMCELL), from(DIP1.PAD), to(m11q1.T )
NET: delay(405 405), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tMCELL), from(DIP1.PAD), to(m10q1.T )
NET: delay(405 405), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tMCELL), from(DIP1.PAD), to(m9q1.T )
NET: delay(405 405), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tMCELL), from(DIP1.PAD), to(m8q1.T )
NET: delay(405 405), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tMCELL), from(DIP1.PAD), to(m7q1.T )
NET: delay(405 405), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tMCELL), from(DIP1.PAD), to(m6q1.T )
NET: delay(405 405), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tMCELL), from(DIP1.PAD), to(m5q1.T )
NET: delay(405 405), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tMCELL), from(DIP1.PAD), to(m4q1.T )
NET: delay(405 405), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tMCELL), from(DIP1.PAD), to(m3q1.T )
NET: delay(405 405), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tMCELL), from(DIP1.PAD), to(m2q1.T )
NET: delay(405 405), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tMCELL), from(DIP1.PAD), to(m1q1.T )
NET: delay(405 405), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tMCELL), from(DIP1.PAD), to(m0q1.T )
NET: delay(405 405), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tMCELL), from(DIP1.PAD), to(LED21 )
NET: delay(410 410), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*3+tMCELL), from(DIP0.PAD), to(alu0 )
NET: delay(410 410), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*3+tMCELL), from(DIP0.PAD), to(m13q0.T )
NET: delay(410 410), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*3+tMCELL), from(DIP0.PAD), to(m12q0.T )
NET: delay(410 410), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*3+tMCELL), from(DIP0.PAD), to(m11q0.T )
NET: delay(410 410), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*3+tMCELL), from(DIP0.PAD), to(m10q0.T )
